,title,direction,leverage,open_date,entry_price,pnl,closed,closed_date,fill_price,pnl_percent,close_date,symbol,trade_type,num_contracts,contract_multiplier,quantity
88,BTCUSDT Perpetual,Isolated,Long 10.00x,2023-12-01 06:24:56,38495.0,398.27,16 Contracts,"12/03/2023, 23:09:14",41024.0,+64.66%,2023-12-03 23:09:14,BTCUSDT,open_long,16,0.01,0.16
89,BTCUSDT Perpetual,Isolated,Long 10.00x,2023-11-30 19:30:12,37887.0,340.8,11 Contracts,"12/03/2023, 23:09:14",41024.6,+81.77%,2023-12-03 23:09:14,BTCUSDT,open_long,11,0.01,0.11
90,BTCUSDT Perpetual,Isolated,Long 10.00x,2023-12-01 06:25:34,38498.0,244.22,10 Contracts,"12/03/2023, 23:01:25",40980.0,+63.43%,2023-12-03 23:01:25,BTCUSDT,open_long,10,0.01,0.1
91,BTCUSDT Perpetual,Isolated,Long 10.00x,2023-12-01 06:25:45,38519.3,237.3,10 Contracts,"12/03/2023, 22:57:06",40932.1,+61.60%,2023-12-03 22:57:06,BTCUSDT,open_long,10,0.01,0.1
92,BTCUSDT Perpetual,Isolated,Long 10.00x,2023-12-01 06:55:19,38366.5,254.48,10 Contracts,"12/03/2023, 22:57:06",40951.0,+66.32%,2023-12-03 22:57:06,BTCUSDT,open_long,10,0.01,0.1
93,BTCUSDT Perpetual,Isolated,Long 10.00x,2023-11-30 19:34:35,37884.1,8.79,1 Contracts,"12/02/2023, 07:10:15",38802.1,+23.21%,2023-12-02 07:10:15,BTCUSDT,open_long,1,0.01,0.01
94,DOGEUSDT Perpetual,Isolated,Long 5.00x,2023-11-29 06:28:09,0.08233,-12.77,14 Contracts,"11/29/2023, 08:19:45",0.0815,-5.54%,2023-11-29 08:19:45,DOGEUSDT,open_long,14,1000.0,14000.0
95,DOGEUSDT Perpetual,Isolated,Long 5.00x,2023-11-29 06:28:08,0.08229,-36.99,42 Contracts,"11/29/2023, 08:19:45",0.0815,-5.36%,2023-11-29 08:19:45,DOGEUSDT,open_long,42,1000.0,42000.0
96,DOGEUSDT Perpetual,Isolated,Long 5.00x,2023-11-29 06:28:05,0.08232,-51.41,57 Contracts,"11/29/2023, 08:19:45",0.0815,-5.48%,2023-11-29 08:19:45,DOGEUSDT,open_long,57,1000.0,57000.0
97,DOGEUSDT Perpetual,Isolated,Long 5.00x,2023-11-29 06:28:04,0.08225,-95.74,114 Contracts,"11/29/2023, 08:19:45",0.0815,-5.11%,2023-11-29 08:19:45,DOGEUSDT,open_long,114,1000.0,114000.0
98,DOGEUSDT Perpetual,Isolated,Long 5.00x,2023-11-29 06:28:00,0.08214,-54.87,76 Contracts,"11/29/2023, 08:19:45",0.0815,-4.40%,2023-11-29 08:19:45,DOGEUSDT,open_long,76,1000.0,76000.0
99,DOGEUSDT Perpetual,Isolated,Long 5.00x,2023-11-29 06:27:47,0.08193,-147.97,304 Contracts,"11/29/2023, 08:19:45",0.0815,-2.98%,2023-11-29 08:19:45,DOGEUSDT,open_long,304,1000.0,304000.0
100,BTCUSDT Perpetual,Isolated,Long 10.00x,2023-11-27 10:18:34,36905.2,-38.86,146 Contracts,"11/27/2023, 10:18:40",36915.5,-0.73%,2023-11-27 10:18:40,BTCUSDT,open_long,146,0.01,1.46
101,USTCUSDT Perpetual,Isolated,Long 3.00x,2023-11-27 01:15:27,0.06479,-50.53,586 Contracts,"11/27/2023, 01:16:51",0.064,-4.00%,2023-11-27 01:16:51,USTCUSDT,open_long,586,100.0,58600.0
102,USTCUSDT Perpetual,Isolated,Long 3.00x,2023-11-27 01:15:14,0.06419,-30.73,"1,169 Contracts","11/27/2023, 01:16:51",0.064,-1.23%,2023-11-27 01:16:51,USTCUSDT,open_long,1169,100.0,116900.0
103,USTCUSDT Perpetual,Isolated,Long 3.00x,2023-11-27 01:00:16,0.06894,25.12,173 Contracts,"11/27/2023, 01:00:51",0.07047,+6.31%,2023-11-27 01:00:51,USTCUSDT,open_long,173,100.0,17300.0
104,USTCUSDT Perpetual,Isolated,Long 3.00x,2023-11-27 00:59:21,0.06875,94.06,572 Contracts,"11/27/2023, 01:00:51",0.07047,+7.17%,2023-11-27 01:00:51,USTCUSDT,open_long,572,100.0,57200.0
105,USTCUSDT Perpetual,Isolated,Long 3.00x,2023-11-27 00:59:19,0.06809,165.23,707 Contracts,"11/27/2023, 01:00:51",0.0705,+10.29%,2023-11-27 01:00:51,USTCUSDT,open_long,707,100.0,70700.0
106,USTCUSDT Perpetual,Isolated,Long 3.00x,2023-11-27 00:59:17,0.06766,300.02,"1,050 Contracts","11/27/2023, 01:00:51",0.07059,+12.66%,2023-11-27 01:00:51,USTCUSDT,open_long,1050,100.0,105000.0
107,USTCUSDT Perpetual,Isolated,Long 3.00x,2023-11-27 00:56:10,0.06848,103.78,764 Contracts,"11/27/2023, 00:57:11",0.0699,+5.95%,2023-11-27 00:57:11,USTCUSDT,open_long,764,100.0,76400.0
108,USTCUSDT Perpetual,Isolated,Long 3.00x,2023-11-27 00:55:55,0.06832,161.83,"1,042 Contracts","11/27/2023, 00:57:11",0.06994,+6.81%,2023-11-27 00:57:11,USTCUSDT,open_long,1042,100.0,104200.0
109,BTCUSDT Perpetual,Isolated,Long 10.00x,2023-11-22 18:46:48,37343.8,-166.78,100 Contracts,"11/23/2023, 05:22:33",37214.3,-4.47%,2023-11-23 05:22:33,BTCUSDT,open_long,100,0.01,1.0
110,BTCUSDT Perpetual,Isolated,Long 10.00x,2023-11-22 18:31:11,37390.2,-2.14,1 Contracts,"11/23/2023, 05:22:33",37214.4,-5.70%,2023-11-23 05:22:33,BTCUSDT,open_long,1,0.01,0.01
111,BTCUSDT Perpetual,Isolated,Long 10.00x,2023-11-22 18:09:36,37486.4,-74.23,24 Contracts,"11/23/2023, 05:22:33",37214.4,-8.26%,2023-11-23 05:22:33,BTCUSDT,open_long,24,0.01,0.24
112,BTCUSDT Perpetual,Isolated,Long 10.00x,2023-11-22 18:09:34,37485.1,-76.88,25 Contracts,"11/23/2023, 05:22:33",37214.9,-8.21%,2023-11-23 05:22:33,BTCUSDT,open_long,25,0.01,0.25
