file_symbol,Start,End,Period,Start Value,Min Value,Max Value,End Value,Total Return [%],Benchmark Return [%],Total Time Exposure [%],Max Gross Exposure [%],Max Drawdown [%],Max Drawdown Duration,Total Orders,Total Fees Paid,Total Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,symbol
Top Capital Advanced Capital-orders_BTCUSDT,2023-12-11 00:00:00+00:00,2024-02-20 00:00:00+00:00,72 days 04:15:00,4693.3507,7.5446999999912805,7529.080699999993,165.93835611241957,-96.46439469966693,18.448765432098657,60.41275797373359,624756.1732084043,99.89979254705038,16 days 08:15:00,112,0.0,57,76.78571428571429,6.683109902513981,-15.519649193655427,0.8478956715996818,-5.995207950397215,2 days 00:49:32.093023255,5 days 05:51:55.384615384,0.3919520810605575,-81.1349588003095,3.4262325420593274,-1.0010030450637155,2.071604135056202,26.147573799433744,BTCUSDT
Top Capital Advanced Capital-orders_ETHUSDT,2023-05-02 15:55:48+00:00,2024-02-20 00:00:00+00:00,174 days 09:45:00,3689.6481999999996,1636.6861999999892,5054.976199999994,3400.136199999997,-7.846601743765231,73.16297118167492,26.076569312548525,2128.906567428761,64.52141264713177,109 days 18:45:00,134,0.0,67,70.1492537313433,7.276744240384792,-14.080681165803721,1.1519573582245914,-3.2754463134352,3 days 06:54:15.319148936,4 days 02:59:15,0.8929189789740688,-4.321074626865816,0.6705683233630249,-0.14983781184077016,1.026664152053091,0.9514210000126104,ETHUSDT
Far-ahead-in-technology-orders_BTCUSDT,2023-11-15 00:00:00+00:00,2024-02-20 23:45:00+00:00,101 days 03:45:00,1999.3732000000025,1983.44519999998,2735.960199999984,2735.960199999999,36.840895936786374,46.97018316565402,8.330758933168573,1061.2102618212098,21.602482418174727,31 days 06:30:00,304,0.0,152,96.71052631578947,0.9580384576460349,-0.899890431334801,0.5965813621673974,-0.886552654675836,1 days 08:46:07.346938775,1 days 22:00:00,33.402375453644346,4.8459671052631705,1.975005880842698,10.258722148529664,1.1296468029994,2.8863268999596885,BTCUSDT
Far-ahead-in-technology-orders_ETHUSDT,2023-11-21 00:00:00+00:00,2024-02-20 23:45:00+00:00,96 days 03:00:00,1530.4368,905.246799999999,2112.532800000012,2112.532800000005,38.03463168162221,48.92804568402636,7.032943216298222,1780.7923761785205,48.86344545623917,40 days 14:45:00,396,0.0,198,88.88888888888889,2.012173820300662,-0.4063566804002382,0.6995795192879741,-0.3569297864664699,0 days 10:49:56.590909090,0 days 12:15:40.909090909,8.268043891994472,2.939878787878713,1.7103164832115094,5.305443640218203,1.1698364272337947,2.5169291349317238,ETHUSDT
Haihishinsho-orders_BTCUSDT,2023-11-22 00:00:00+00:00,2024-02-06 00:00:00+00:00,76 days 05:45:00,977.2366000000002,810.5396000000001,1451.5265999999992,1033.3255999999983,5.739551711427725,18.497236212177228,15.739855171471511,1209.5731041395138,33.628663780601755,51 days 10:30:00,22,0.0,11,90.9090909090909,3.5263657586834767,-9.237164743851324,0.6734432686160631,-9.237164743851324,0 days 12:22:30,6 days 20:15:00,1.1279837353480082,5.0989999999999895,0.7570260366858496,0.9139147802602049,1.0380371233616332,1.3546378256222569,BTCUSDT
Haihishinsho-orders_ETHUSDT,2023-12-11 00:00:00+00:00,2024-02-06 00:00:00+00:00,57 days 12:15:00,5119.799100000001,2887.075099999998,7233.190099999991,3520.456099999993,-31.238393709628326,-2.048643034699149,40.42745879369679,1520.3698679765591,60.08572897869777,24 days 13:00:00,48,0.0,24,70.83333333333334,4.122748552248744,-7.702318059850747,0.9814040881988476,-3.501217955600538,0 days 17:59:07.058823529,5 days 02:04:17.142857142,0.5879927637581045,-66.63929166666739,-1.0132589739140838,-1.5129804067584438,0.9705812813949297,-1.4288409609418866,ETHUSDT
All-Baker-Duck-orders_BTCUSDT,2023-11-15 00:00:00+00:00,2024-02-21 07:38:15+00:00,100 days 11:00:00,37668.22500000001,31350.22050000001,98778.16499999995,95881.92500000005,154.54325230349988,46.97018316565453,88.8013272501037,881.7493858966944,48.077347049626795,29 days 07:15:00,236,0.0,118,63.559322033898304,8.6206101886325,-7.7987263758672185,1.8511880927624549,-1.5277072762534496,4 days 07:51:48,3 days 23:13:36.279069767,2.0471378830151896,493.336440677968,3.20734006313275,64.64113469810228,1.057332249248843,4.662970682663538,BTCUSDT
All-Baker-Duck-orders_ETHUSDT,2023-12-27 00:00:00+00:00,2023-12-29 00:00:00+00:00,2 days 01:15:00,12033.250000000002,11881.249999999985,12325.749999999985,11912.749999999973,-1.0013919763989703,5.69182658010341,1.5228426395939088,1011.5139400315636,3.606271423645624,1 days 11:30:00,4,0.0,2,50.0,0.1240824429873701,-0.21830255239677487,0.1240824429873701,-0.21830255239677487,0 days 00:30:00,0 days 00:15:00,0.5418250950569489,-60.25000000001455,-3.713346514446451,-23.26897377069594,0.7391379440595176,-4.671514559739197,ETHUSDT
songer1993-orders_BTCUSDT,2023-11-09 00:00:00+00:00,2024-01-15 00:00:00+00:00,67 days 02:00:00,1027.4012,915.5239341370434,1172.3804370475373,1116.2639646167027,8.649275922268995,17.860942180012195,8.27639751552795,1058.9375517828723,11.145700224164502,60 days 18:30:00,8,0.0,5,75.0,0.5738758029978446,-0.0032966761263114033,0.3148452358961537,-0.0032966761263114033,1 days 16:30:00,0 days 00:15:00,7406.0539229636115,22.215161768996907,1.2216062385878061,5.1249638170368375,1.193682407948354,1.7141748922589095,BTCUSDT
songer1993-orders_ETHUSDT,2023-11-08 00:00:00+00:00,2023-11-09 00:00:00+00:00,1 days 00:45:00,131.53140000000002,130.61440000000016,134.3384000000001,133.69440000000003,1.644474247213981,-0.028096886546824518,6.0606060606060606,1007.7227319499216,1.8825063626610632,0 days 16:45:00,2,0.0,1,100.0,0.16444742472139814,0.16444742472139814,0.16444742472139814,,0 days 01:30:00,,inf,2.163000000000011,8.235822143784006,19186.015068070832,1.482757720817229,12.816970058181713,ETHUSDT
Arid-Bit-Giraffe-orders_BTCUSDT,2023-11-22 00:00:00+00:00,2024-02-21 16:22:04+00:00,101 days 10:00:00,56196.63039999998,45645.72740000009,103041.94340000045,86281.54339999998,53.535083484293764,45.18726412787859,56.71733771569433,672.1146232076212,25.388944121130848,15 days 09:45:00,1002,0.0,501,80.23952095808383,7.470825667738821,-3.643287460105096,0.5132794612895907,-1.1866394850551099,0 days 16:19:10.746268656,0 days 23:19:14.545454545,1.8054428223756118,60.04972654690607,2.545403275347457,17.767894522154418,1.0709843422897607,3.8683494362595776,BTCUSDT
Arid-Bit-Giraffe-orders_ETHUSDT,2023-11-21 00:00:00+00:00,2024-02-21 12:09:19.004000+00:00,92 days 14:30:00,43720.173599999995,40622.037600000054,58739.93760000006,40622.03759999995,-7.086284762602229,48.9280456840252,2.890888638920135,769.8705829064406,30.844261571023512,40 days 19:45:00,58,0.0,29,75.86206896551724,1.2520794598297182,-1.323812030131234,0.4666200164305364,-0.9609443176608364,0 days 09:57:57.272727272,0 days 02:23:34.285714285,0.4712677631092993,-106.83227586206651,-0.46254237090522576,-0.8160799888220875,0.9093524356337696,-0.5643944989421358,ETHUSDT
Average-Moon-Cypress-orders_BTCUSDT,2023-11-26 00:00:00+00:00,2024-02-20 23:45:00+00:00,89 days 15:30:00,71457.81199999999,70281.03200000006,123159.81200000015,97424.27200000027,36.338168316712924,38.397335380650155,38.891471066697655,919.256821604033,25.751322192664546,21 days 13:15:00,254,0.0,127,49.60629921259843,5.262030771301692,-3.325739384046991,1.3847689307592128,-0.9683641869658253,0 days 22:43:05.714285714,0 days 23:26:57.187500,1.4218569437606527,204.4603149606324,1.9162984824276053,10.371954562766733,1.0513095478649759,2.8289418756480926,BTCUSDT
Average-Moon-Cypress-orders_ETHUSDT,2023-11-24 00:00:00+00:00,2024-02-20 23:45:00+00:00,91 days 15:30:00,45659.893,40744.39300000004,121301.96299999981,119976.96299999997,162.7622517643657,46.24280260585587,34.485110252330074,803.0516919910553,25.103051743130045,20 days 21:30:00,254,0.0,127,57.48031496062992,7.691067819933956,-4.86226006080713,1.4430327378383772,-1.1300788273799334,0 days 16:54:14.794520547,1 days 05:17:30,2.6493045482446504,585.1737795275574,4.74794133026989,205.40505042938284,1.1615103748089168,7.230464309658541,ETHUSDT
Juvenile-Phase-Dingo-orders_BTCUSDT,2024-01-11 00:00:00+00:00,2024-02-18 00:00:00+00:00,38 days 05:15:00,25605.7231,16985.198600000018,34615.77710000004,34615.777100000036,35.18765693439855,11.06167631064572,31.5072226764786,883.0055329080107,40.54472145756968,7 days 00:00:00,20,0.0,10,100.0,4.313525110434395,0.7187586152573688,2.109222679211734,,3 days 16:21:00,,inf,901.0054000000018,2.781668360837407,42.140868344423545,1.078359297230197,4.025132840267993,BTCUSDT
Juvenile-Phase-Dingo-orders_ETHUSDT,2023-12-26 00:00:00+00:00,2024-01-16 00:00:00+00:00,21 days 04:15:00,4988.389999999999,3458.290000000008,6186.767999999998,6186.768000000002,24.02334220058982,10.62559179089626,12.592228234136742,1398.1996882852477,31.441219443051118,1 days 05:30:00,16,0.0,8,100.0,1.4461747119229809,0.7691459569119502,1.3264920113638596,,0 days 17:46:52.500000,,inf,149.79725000000087,3.5526123800782785,130.7481307008604,1.1686087813484969,4.957241706520321,ETHUSDT
