file_symbol,Start,End,Period,Start Value,Min Value,Max Value,End Value,Total Return [%],Benchmark Return [%],Total Time Exposure [%],Capital Weighted Time Exposure [%],Max Gross Exposure [%],Max Drawdown [%],Max Drawdown Duration,Total Orders,Total Fees Paid,Total Trades,Win Rate [%],Max Winning Streak,Max Losing Streak,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,symbol
Sdosee-Hedge-Fund-orders_ETHUSDT,2023-12-26 00:00:00+00:00,2024-03-24 00:00:00+00:00,89 days 04:35:00,38042.333333333336,37275.83333333334,42705.44833333336,42705.448333333334,12.25769975553549,46.7570780678987,8.122396542998404,6.341020976400877,304.1125841139254,4.973636243897671,24 days 02:10:00,274,0.0,137,99.27007299270073,74.0,1.0,1.8658013674817557,-0.17975065684554564,0.6536172137387051,-0.17975065684554564,0 days 04:20:53.823529411,0 days 01:11:00,290.2190564794661,34.03733576642326,4.688866469701105,12.19877926728861,1.0917122102463088,6.664115405859993,ETHUSDT
Sdosee-Hedge-Fund-orders_ETHUSDT_unlevered,2023-12-26 00:00:00+00:00,2024-03-24 00:00:00+00:00,89 days 04:35:00,114127.0,113360.5,118790.11500000005,118790.11499999999,4.0858999185118305,46.75707806789819,8.122396542998404,2.199869851077586,100.0,1.691938791881122,24 days 02:10:00,274,0.0,137,99.27007299270073,74.0,1.0,1.8658013674817557,-0.17975065684554564,0.6536172137387051,-0.17975065684554564,0 days 04:20:53.823529411,0 days 01:11:00,290.2190564794661,34.03733576642326,4.758001392241851,10.54941661297982,1.0922687318779374,6.771429130165538,ETHUSDT
Id-rather-be-me-orders_BTCUSDT,2023-12-28 00:00:00+00:00,2024-02-29 00:00:00+00:00,63 days 01:13:00,156794.98566666667,150058.5614666667,163837.43826666672,162266.90866666674,3.4898584139883946,43.76787009956675,3.659973786525393,1.5645698563788648,298.31146176187156,4.962075518798588,20 days 19:54:00,74,0.0,37,75.67567567567568,14.0,3.0,1.7387550462578016,-6.532183126672031,0.5044640980077174,-1.752234823869464,0 days 02:30:00,0 days 01:40:06.666666666,2.013696957773342,147.88981081081235,2.101984557551339,4.430901565352239,1.0743580595333857,3.228137679456314,BTCUSDT
Id-rather-be-me-orders_BTCUSDT_unlevered,2023-12-28 00:00:00+00:00,2024-02-29 00:00:00+00:00,63 days 01:13:00,470384.957,463648.53280000004,477427.40960000013,475856.88000000006,1.1632861379961315,43.76787009956973,3.659973786525393,0.526615052835819,100.0,1.6617315751488344,20 days 19:54:00,74,0.0,37,75.67567567567568,14.0,3.0,1.7387550462578016,-6.532183126672031,0.5044640980077174,-1.752234823869464,0 days 02:30:00,0 days 01:40:06.666666666,2.013696957773342,147.88981081081235,2.107630846061834,4.170527170815579,1.0741603226583145,3.2474248536659203,BTCUSDT
Id-rather-be-me-orders_ETHUSDT,2023-12-26 00:00:00+00:00,2024-02-29 00:00:00+00:00,65 days 01:36:00,387867.91233333334,356335.73133272387,389644.26033333334,378991.89498133893,-2.2884123872475333,48.94896746070601,16.454277663934427,3.1362645692356974,309.21637633093644,8.54844595224235,47 days 08:28:00,96,0.0,50,59.183673469387756,9.0,10.0,1.219247036828518,-10.201207175499798,0.7005778541618195,-2.315001266595542,0 days 03:01:12.413793103,0 days 11:41:57,0.7032283488386667,-171.19826873616063,-0.8703500089572984,-1.4259915851323537,0.9780949943892296,-1.2367746131832296,ETHUSDT
Id-rather-be-me-orders_ETHUSDT_unlevered,2023-12-26 00:00:00+00:00,2024-02-29 00:00:00+00:00,65 days 01:36:00,1163603.737,1131720.982,1165380.0850000002,1159497.6569999997,-0.35287614412329993,48.948967460703386,5.549863387978142,0.7378055086434276,100.0,2.8882510893431057,47 days 08:28:00,96,0.0,48,60.416666666666664,9.0,10.0,3.439967003657998,-3.5081517472450674,0.9945650664402851,-1.8999377977058445,0 days 05:32:57.931034482,0 days 03:54:25.263157894,0.836686569257251,-85.54333333333221,-0.4215910834518277,-0.6804971779905057,0.9861398038574115,-0.5977382427332102,ETHUSDT
Everyone-gets-richaf-orders_BTCUSDT,2024-01-02 00:00:00+00:00,2024-01-25 00:00:00+00:00,23 days 00:23:00,13438.117666666667,11588.893615979736,13611.645923078915,11699.831218589103,-12.935490603638595,-9.318336679925999,97.28147723501192,20.083786708977772,310.60935663347885,14.86045345676784,21 days 14:38:00,22,0.0,15,28.57142857142857,2.0,5.0,7.337219172655758,-3.803508313412137,2.039124337518871,-2.1701199884940143,4 days 21:07:15,0 days 16:18:36,0.028877772289485473,-124.16344980384751,-6.356612906512006,-5.982301427220953,0.9157756495519663,-8.65506078043651,BTCUSDT
Everyone-gets-richaf-orders_BTCUSDT_unlevered,2024-01-02 00:00:00+00:00,2024-01-25 00:00:00+00:00,23 days 00:23:00,40314.353,38464.897000000004,40487.888900000005,38575.87000000001,-4.312317749462567,-9.318336679923988,8.252119602932746,6.421051081905895,100.0,4.99653589002019,21 days 14:38:00,22,0.0,11,18.181818181818183,2.0,9.0,0.3584899050643999,-3.8035139123028747,0.3584899050643999,-2.2231708701855584,0 days 05:08:30,0 days 15:45:20,0.02881245813685495,-158.0439090909078,-6.425896272860964,-10.070492301557955,0.9148246417463608,-8.74693332149375,BTCUSDT
Everyone-gets-richaf-orders_ETHUSDT,2024-01-03 00:00:00+00:00,2024-02-26 00:00:00+00:00,54 days 00:04:00,7947.228000000002,7633.170000000002,7953.041999999998,7751.107999999997,-2.4677787022091775,32.01110064413892,0.06172521989609588,0.13684262420416218,308.2287699605799,4.022008182529349,53 days 12:29:00,4,0.0,2,0.0,0.0,2.0,-0.09917930764964016,-0.7820588512120282,,-0.4406190794308342,,0 days 00:24:00,0.0,-98.06000000000222,-1.9399516583491938,-3.863781908273878,0.6518306623398649,-2.4188870112497245,ETHUSDT
Everyone-gets-richaf-orders_ETHUSDT_unlevered,2024-01-03 00:00:00+00:00,2024-02-26 00:00:00+00:00,54 days 00:04:00,23841.684000000005,23527.626000000004,23847.498,23645.564,-0.8225929007363926,32.01110064414141,0.06172521989609588,0.04490151001483513,100.0,1.3413231023229177,53 days 12:29:00,4,0.0,2,0.0,0.0,2.0,-0.09917930764964016,-0.7820588512120282,,-0.4406190794308342,,0 days 00:24:00,0.0,-98.06000000000222,-1.9805349432038726,-4.048279084265655,0.646797054541893,-2.458829474115423,ETHUSDT
Jungle-law-orders_BTCUSDT,2023-12-29 00:00:00+00:00,2024-03-23 00:00:00+00:00,85 days 18:42:00,593322.7519999999,566660.6640000003,724212.323000001,724163.8529999995,22.052264228694156,49.553983837455775,17.573387736597528,16.29567930929873,293.91495649526394,14.91368903698493,35 days 10:31:00,1130,0.0,565,47.256637168141594,24.0,24.0,4.525768415099677,-3.7474390716045884,1.0842620921468231,-0.6369679903586223,0 days 05:14:58.426966292,0 days 02:45:12.483221476,1.5184045369027286,231.57716991150238,2.698149582349179,9.072676416109145,1.0390461326855625,3.6378654258922722,BTCUSDT
Jungle-law-orders_BTCUSDT_unlevered,2023-12-29 00:00:00+00:00,2024-03-23 00:00:00+00:00,85 days 18:42:00,1779968.2559999996,1753306.1679999968,1910857.8270000021,1910809.3569999994,7.350754742898051,49.553983837454666,17.573387736597528,5.54778642827227,100.0,5.627911610467195,35 days 10:31:00,1130,0.0,565,47.256637168141594,24.0,24.0,4.525768415099677,-3.7474390716045884,1.0842620921468231,-0.6369679903586223,0 days 05:14:58.426966292,0 days 02:45:12.483221476,1.5184045369027286,231.57716991150238,2.5986914361609337,6.326722149746289,1.038301802105968,3.493059155051425,BTCUSDT
Jungle-law-orders_ETHUSDT,2023-12-29 00:00:00+00:00,2024-03-25 00:00:00+00:00,87 days 17:15:00,665340.1733333333,639155.0733333335,767769.493333333,744753.8933333332,11.935807152924442,47.43737267837802,14.958635158136405,10.042999834742016,287.2932378040045,11.612626815087234,34 days 23:27:00,1040,0.0,520,48.46153846153846,42.0,45.0,3.079761084789653,-3.172879020750557,1.0210715679323767,-0.7428371599707653,0 days 03:46:04.047619047,0 days 05:50:31.567164179,1.50077679858745,152.718692307693,1.8094389385500895,5.208831906941205,1.033761029756127,2.607265039833929,ETHUSDT
Jungle-law-orders_ETHUSDT_unlevered,2023-12-29 00:00:00+00:00,2024-03-25 00:00:00+00:00,87 days 17:15:00,1996020.52,1969835.4200000004,2098449.84,2075434.24,3.9786023843081475,47.43737267837369,14.958635158136405,3.4653065657201254,100.0,4.235796480237631,34 days 23:27:00,1040,0.0,520,48.46153846153846,42.0,45.0,3.079761084789653,-3.172879020750557,1.0210715679323767,-0.7428371599707653,0 days 03:46:04.047619047,0 days 05:50:31.567164179,1.50077679858745,152.718692307693,1.70372570932289,4.198497376892481,1.0317831876204322,2.4445516430062577,ETHUSDT
KyleGod-orders_BTCUSDT,2023-12-29 00:00:00+00:00,2024-03-20 00:00:00+00:00,82 days 02:45:00,32713.070666666677,32347.902666666683,35654.54646666668,34035.39366666667,4.042185502773334,45.57708366445823,13.638631654615418,8.531289444807735,292.10902365067517,7.608247667758403,49 days 13:13:00,164,0.0,82,34.146341463414636,12.0,27.0,6.113639463514443,-2.2606870777634094,2.0817250816358204,-1.065352846485492,0 days 11:15:06.428571428,0 days 08:44:44.444444444,1.425615607844347,16.125890243902425,1.2590299632394437,2.5353495693736687,1.0176823264963595,1.7802349403340214,BTCUSDT
KyleGod-orders_BTCUSDT_unlevered,2023-12-29 00:00:00+00:00,2024-03-20 00:00:00+00:00,82 days 02:45:00,98139.21200000003,97774.04400000004,101080.68779999999,99461.53500000003,1.3473951675911118,45.5770836644535,13.638631654615418,2.9084518957199648,100.0,2.683683954908683,49 days 13:13:00,164,0.0,82,34.146341463414636,12.0,27.0,6.113639463514443,-2.2606870777634094,2.0817250816358204,-1.065352846485492,0 days 11:15:06.428571428,0 days 08:44:44.444444444,1.425615607844347,16.125890243902425,1.1909954835032417,2.2873366260133228,1.016763292417348,1.6817912610844394,BTCUSDT
KyleGod-orders_ETHUSDT,2023-12-31 00:00:00+00:00,2024-03-20 00:00:00+00:00,80 days 00:50:00,13283.471333333333,13101.564333333336,14209.767333333337,13165.731333333331,-0.886364693726908,38.05442888917692,3.7101952277657264,4.254418978396239,298.56220533002175,7.6230382566433095,69 days 23:23:00,50,0.0,25,64.0,13.0,4.0,1.3364808696579205,-2.5904555102837454,0.47950031635205076,-0.8384634632601485,0 days 05:26:22.500000,0 days 13:15:26.666666666,0.7916718273923069,-4.709599999999995,-0.16882390908645784,-0.522185231926186,0.9956071890410219,-0.24454833745350396,ETHUSDT
KyleGod-orders_ETHUSDT_unlevered,2023-12-31 00:00:00+00:00,2024-03-20 00:00:00+00:00,80 days 00:50:00,39850.414,39668.50699999998,40776.71,39732.674,-0.2954548979089693,38.05442888917678,3.7101952277657264,1.4397748840651334,100.0,2.6564575710007023,69 days 23:23:00,50,0.0,25,64.0,13.0,4.0,1.3364808696579205,-2.5904555102837454,0.47950031635205076,-0.8384634632601485,0 days 05:26:22.500000,0 days 13:15:26.666666666,0.7916718273923069,-4.709599999999995,-0.21686607564398175,-0.5047793716623828,0.9943460079674391,-0.31387298064319796,ETHUSDT
Capriccio-orders_BTCUSDT,2024-01-08 00:00:00+00:00,2024-03-19 00:00:00+00:00,71 days 00:15:00,74330.87033333334,72628.80283333338,93340.09333333337,79062.90533333331,6.366177308000543,53.95203157223989,3.7240232751454694,6.12034377111253,304.6870316833001,15.429412469696826,69 days 02:55:00,14,0.0,7,71.42857142857143,5.0,2.0,6.600882029605808,-4.971181102362192,2.745138508964536,-2.9315024075396083,1 days 01:40:48,0 days 01:56:00,2.1281348602298498,676.0050000000032,1.1175856258402543,2.4199408328937233,1.0356595688043149,1.4639769537310283,BTCUSDT
Capriccio-orders_BTCUSDT_unlevered,2024-01-08 00:00:00+00:00,2024-03-19 00:00:00+00:00,71 days 00:15:00,222992.611,221290.54350000003,242001.83400000003,227724.64599999998,2.1220591026668476,53.95203157224018,3.7240232751454694,2.189576978261973,100.0,5.951123494378149,69 days 02:55:00,14,0.0,7,71.42857142857143,5.0,2.0,6.600882029605808,-4.971181102362192,2.745138508964536,-2.9315024075396083,1 days 01:40:48,0 days 01:56:00,2.1281348602298498,676.0050000000032,0.9402029855103463,1.9154586007540673,1.0302424122973872,1.2223605697523159,BTCUSDT
Capriccio-orders_ETHUSDT,2024-01-09 00:00:00+00:00,2024-03-20 00:00:00+00:00,71 days 00:37:00,94731.33633333333,91861.98133333334,190821.28333333333,167223.1233333333,76.52355577981234,35.82357888233405,56.77425032020884,77.3891986404315,269.6859889803166,17.319679171581424,44 days 09:24:00,36,0.0,18,77.77777777777779,9.0,2.0,31.665361501114347,-1.6058394160583942,9.790394674674506,-0.6325178348319921,9 days 21:14:00,0 days 11:13:00,17.778490500794042,4027.321499999997,4.01365218490204,101.43294410813758,1.025220723604065,5.636774259091361,ETHUSDT
Capriccio-orders_ETHUSDT_unlevered,2024-01-09 00:00:00+00:00,2024-03-20 00:00:00+00:00,71 days 00:37:00,284194.00899999996,281324.654,380283.956,356685.7959999999,25.507851926604115,35.823578882331056,56.77425032020884,31.750264556788444,100.0,7.858471908039043,44 days 09:24:00,36,0.0,18,77.77777777777779,9.0,2.0,31.665361501114347,-1.6058394160583942,9.790394674674506,-0.6325178348319921,9 days 21:14:00,0 days 11:13:00,17.778490500794042,4027.321499999997,3.6129833715584168,28.192345389664077,1.0224634610527992,5.029633812122363,ETHUSDT
TRADINGS-hai-orders_BTCUSDT,2024-02-24 00:00:00+00:00,2024-03-26 23:59:00+00:00,32 days 08:05:00,11858.813333333332,11032.927633333333,15815.617333333324,15585.983333333326,31.429535951320542,37.87728708687739,41.486094706324494,22.234679503710435,309.73779975456443,10.635258312114981,6 days 08:27:00,494,0.0,247,97.57085020242914,107.0,1.0,2.4266800045666588,-3.2018530555420455,0.6151507192214243,-1.3864393480042405,0 days 07:47:22.157676348,0 days 06:37:40,16.247818227947892,15.089757085020247,5.948623642092034,202.96757300881524,1.0934313294103655,9.174075867186108,BTCUSDT
TRADINGS-hai-orders_BTCUSDT_unlevered,2024-02-24 00:00:00+00:00,2024-03-26 23:59:00+00:00,32 days 08:05:00,35576.439999999995,34750.55429999997,39533.244,39303.609999999986,10.476511983773515,37.87728708687978,41.486094706324494,8.060482048303037,100.0,4.004240392594357,6 days 08:27:00,494,0.0,247,97.57085020242914,107.0,1.0,2.4266800045666588,-3.2018530555420455,0.6151507192214243,-1.3864393480042405,0 days 07:47:22.157676348,0 days 06:37:40,16.247818227947892,15.089757085020247,5.9377442690177835,52.835104813428515,1.0901259839453077,9.074468000584643,BTCUSDT
Top Capital Advanced Capital-orders_BTCUSDT,2023-12-13 00:00:00+00:00,2024-02-27 00:00:00+00:00,76 days 01:32:00,15672.093333333332,10309.129333333347,18433.471333333342,11164.453333333337,-28.762207473666546,31.40354294922929,63.470036153818064,83.1909048707444,437.20950301424006,44.073858108910315,20 days 07:47:00,92,0.0,46,71.73913043478261,23.0,5.0,6.683109902513981,-15.519649193655424,0.9585066685180648,-6.0621935493666745,1 days 04:59:54.545454545,7 days 07:24:09.230769230,0.3976532374285076,-97.99217391304335,-2.4710294803988075,-1.8238285481902783,0.9826674542232358,-3.4801111557090927,BTCUSDT
Top Capital Advanced Capital-orders_BTCUSDT_unlevered,2023-12-13 00:00:00+00:00,2024-02-27 00:00:00+00:00,76 days 01:32:00,47016.28,41653.31599999997,49777.65799999998,42508.64,-9.58740249122218,31.40354294923271,63.470036153818064,27.457583461443736,123.97254339592018,16.32126204089396,20 days 07:47:00,92,0.0,46,71.73913043478261,23.0,5.0,6.683109902513981,-15.519649193655424,0.9585066685180648,-6.0621935493666745,1 days 04:59:54.545454545,7 days 07:24:09.230769230,0.3976532374285076,-97.99217391304335,-2.6093009068033313,-2.350977576983148,0.9818186643997925,-3.679008055605286,BTCUSDT
Top Capital Advanced Capital-orders_ETHUSDT,2023-12-20 00:00:00+00:00,2024-02-27 00:00:00+00:00,69 days 01:45:00,12354.295,9996.21000000001,13562.42000000001,12815.969999999998,3.7369594946534654,45.89560121612526,64.63479615945307,156.25288743053,347.1795810612219,24.00613655041022,20 days 04:07:00,104,0.0,52,73.07692307692307,9.0,5.0,7.276744240384792,-14.080681165803721,1.6930321244974813,-3.9270531453644515,3 days 12:25:52.105263157,5 days 03:52:08.571428571,1.179151006908352,8.878365384615215,0.6241469308671082,0.8922125434371826,1.0036466960827541,0.8803601924259449,ETHUSDT
Top Capital Advanced Capital-orders_ETHUSDT_unlevered,2023-12-20 00:00:00+00:00,2024-02-27 00:00:00+00:00,69 days 01:45:00,37062.885,34704.8,38271.01,37524.56,1.2456531648844884,45.89560121611076,64.63479615945307,52.174703525659226,100.0,8.340059414894242,20 days 04:07:00,104,0.0,52,73.07692307692307,9.0,5.0,7.276744240384792,-14.080681165803721,1.6930321244974813,-3.9270531453644515,3 days 12:25:52.105263157,5 days 03:52:08.571428571,1.179151006908352,8.878365384615215,0.41333771281769954,0.8114729263437103,1.0023785327606332,0.5825680589224568,ETHUSDT
Far-ahead-in-technology-orders_BTCUSDT,2023-12-20 00:00:00+00:00,2024-03-05 00:00:00+00:00,76 days 05:37:00,6756.60733333334,6398.077333333316,7348.6445333333095,6803.9263333333365,0.7003366877123481,61.25613424431424,7.411388542226514,16.22292123913502,330.0215814834383,9.890795198252675,13 days 05:08:00,342,0.0,171,91.22807017543859,73.0,10.0,1.106848310149946,-9.841412483441262,0.6642527648426442,-6.856459207186116,0 days 23:18:42.692307692,0 days 19:59:20,1.0808601569902794,0.2767192982456437,0.2601602484354436,0.34461414046245364,1.0039601410886816,0.3778388527397149,BTCUSDT
Far-ahead-in-technology-orders_BTCUSDT_unlevered,2023-12-20 00:00:00+00:00,2024-03-05 00:00:00+00:00,76 days 05:37:00,20269.82200000002,19911.292000000038,20861.85920000003,20317.141000000014,0.23344556257078272,61.256134244311625,7.411388542226514,5.483575728656554,106.04553436311399,3.4068910126889738,13 days 05:08:00,342,0.0,171,91.22807017543859,73.0,10.0,1.106848310149946,-9.841412483441262,0.6642527648426442,-6.856459207186116,0 days 23:18:42.692307692,0 days 19:59:20,1.0808601569902794,0.2767192982456437,0.163697304933474,0.33054471733030716,1.0024861599787025,0.23746356049752457,BTCUSDT
Far-ahead-in-technology-orders_ETHUSDT,2023-12-27 00:00:00+00:00,2024-03-20 00:00:00+00:00,84 days 10:56:00,5122.846999999999,4168.793000000069,5708.44100000004,4460.688992416946,-12.925586252781962,41.920428256303225,6.791869490856466,14.831241349273894,365.8773018983651,26.971427049871586,22 days 14:50:00,658,0.0,330,76.89969604863222,97.0,57.0,1.3286543590645565,-10.386073075584884,0.716570003840125,-6.353407634178461,0 days 03:11:18.023715415,1 days 09:27:34.736842105,0.5577948197784031,-2.022486245359083,-1.1737208264183967,-1.6756989228923787,0.9801068076275113,-1.626039546877174,ETHUSDT
Far-ahead-in-technology-orders_ETHUSDT_unlevered,2023-12-27 00:00:00+00:00,2024-03-20 00:00:00+00:00,84 days 10:56:00,15368.540999999997,14414.487,15954.134999999958,14703.877000000002,-4.324834738704182,41.92042825629427,6.234377055650572,4.935878919148835,110.1282092916192,9.65046365722719,22 days 14:50:00,658,0.0,329,76.89969604863222,97.0,57.0,1.3286543590645565,-10.386073075584884,0.7164813234226741,-6.353407634178461,0 days 03:11:18.023715415,1 days 09:27:34.736842105,0.558282599178175,-2.0202553191489603,-1.301309911810939,-1.8111246037488289,0.9781295116241121,-1.801243253812093,ETHUSDT
Devin-West-orders_BTCUSDT,2024-03-16 00:00:00+00:00,2024-03-21 00:00:00+00:00,5 days 00:56:00,154585.07266666673,145985.2166666668,158484.6273666667,158339.86066666676,2.4289460393737463,-2.380575882097058,17.819735391400222,42.90239001461721,304.06123122259345,6.861188463626471,3 days 00:15:00,56,0.0,28,67.85714285714286,16.0,8.0,1.6320180950167438,-0.5589141699944482,1.0102297021913347,-0.46332396930895203,0 days 14:26:56.842105263,0 days 14:22:26.666666666,6.9732599567119635,134.099571428576,3.520517639423816,69.43940485167711,1.04105003442214,5.214595067570171,BTCUSDT
Devin-West-orders_BTCUSDT_unlevered,2024-03-16 00:00:00+00:00,2024-03-21 00:00:00+00:00,5 days 00:56:00,463755.21800000017,455155.3620000002,467654.7727000001,467510.00600000017,0.809648679791249,-2.3805758820975798,17.819735391400222,14.439507665372103,100.0,2.308213225245282,3 days 00:15:00,56,0.0,28,67.85714285714286,16.0,8.0,1.6320180950167438,-0.5589141699944482,1.0102297021913347,-0.46332396930895203,0 days 14:26:56.842105263,0 days 14:22:26.666666666,6.9732599567119635,134.099571428576,3.402852022700144,34.72088503577933,1.0394513118662285,5.029981930373425,BTCUSDT
Haihishinsho-orders_BTCUSDT,2024-01-10 00:00:00+00:00,2024-03-26 00:00:00+00:00,76 days 00:18:00,3357.4053333333336,2670.3231412584573,3458.5020905937654,3339.2148026209097,-0.5418032351299022,51.67667252286059,18.17500776553564,32.84583710420339,317.2725306920115,22.789604536569506,64 days 00:02:00,18,0.0,11,70.0,3.0,2.0,4.935808439279326,-9.237164743851324,1.0981874374501086,-4.460814434832994,0 days 17:33:00,2 days 18:13:40,1.0188160674708473,1.0009319987522076,0.20845183661210742,-0.113007155740138,1.0022275768751157,0.30023247876565995,BTCUSDT
Haihishinsho-orders_BTCUSDT_unlevered,2024-01-10 00:00:00+00:00,2024-03-26 00:00:00+00:00,76 days 00:18:00,10072.216,9360.942,10231.8015,10136.621,0.6394322758765275,51.67667252285908,17.22121727055126,10.6739815022134,100.0,8.511301748768293,63 days 23:11:00,18,0.0,9,66.66666666666666,3.0,2.0,4.935808439279305,-9.237164743851324,1.279905543159303,-4.460814434832994,0 days 19:14:49.999999999,2 days 18:13:40,1.1210720435524741,7.156111111111102,0.26229611985704504,0.36521887269347386,1.0028649904794769,0.37786538956604876,BTCUSDT
Haihishinsho-orders_ETHUSDT,2024-01-04 00:00:00+00:00,2024-02-25 00:00:00+00:00,52 days 00:46:00,17080.81866666667,14760.542666666674,19190.267666666667,15403.833666666664,-9.817942762150231,35.45409272002329,39.40020820542935,78.17874050703081,325.4844041048339,23.083185065179617,43 days 07:54:00,46,0.0,23,69.56521739130434,11.0,6.0,4.122748552248744,-7.702318059850747,1.0102659253894308,-3.562063343708257,0 days 15:59:11.250000,4 days 16:53:00,0.5722011205928798,-72.91239130434856,-1.7324385413539953,-2.234733144322351,0.9865438553476332,-2.4317577947206495,ETHUSDT
Haihishinsho-orders_ETHUSDT_unlevered,2024-01-04 00:00:00+00:00,2024-02-25 00:00:00+00:00,52 days 00:46:00,51242.456000000006,48922.18000000001,53351.905,49565.471,-3.272647587383411,35.45409272002953,39.40020820542935,25.239296076965545,100.0,8.302843169330114,43 days 07:54:00,46,0.0,23,69.56521739130434,11.0,6.0,4.122748552248744,-7.702318059850747,1.0102659253894308,-3.562063343708257,0 days 15:59:11.250000,4 days 16:53:00,0.5722011205928798,-72.91239130434856,-1.7946598540011407,-2.508605374878756,0.9861658315468156,-2.517388833612253,ETHUSDT
All-Baker-Duck-orders_BTCUSDT,2023-12-20 00:00:00+00:00,2024-03-26 00:00:00+00:00,97 days 04:54:00,128224.79999999997,102336.84000000001,198708.56986728375,176067.64581263467,37.31169462743142,65.38921073315056,91.74632431737322,279.1592081925165,299.73736896619846,25.020254827638688,28 days 21:56:00,296,0.0,196,51.28205128205128,13.0,12.0,8.400064929499496,-5.865240832250123,1.5429225984875987,-1.1159800553072223,2 days 13:01:51.600000,1 days 17:44:44.842105263,1.5087295011310038,244.79911965457194,2.3770554055189166,9.182235463532146,1.011586636408847,3.3294436059193915,BTCUSDT
All-Baker-Duck-orders_BTCUSDT_unlevered,2023-12-20 00:00:00+00:00,2024-03-26 00:00:00+00:00,97 days 04:54:00,384674.3999999999,358786.43999999994,461474.63800000004,438044.278,13.874039447387219,65.38921073315502,80.41779187563405,95.24980141162192,100.0,8.690773179664722,28 days 21:38:00,296,0.0,148,58.78378378378378,14.0,8.0,8.6206101886325,-5.93879888573174,1.588426749664966,-1.3608386570156952,2 days 16:48:35.172413793,2 days 14:22:34.426229508,1.5667224092235845,360.6072837837859,2.444568005025136,7.254713623741309,1.0122479707251018,3.4121231318810996,BTCUSDT
All-Baker-Duck-orders_ETHUSDT,2023-12-27 00:00:00+00:00,2023-12-29 00:00:00+00:00,2 days 00:05:00,40110.833333333336,39899.33333333333,40276.33333333333,39990.33333333331,-0.30041759291969106,5.199870877494339,0.41594454072790293,0.9750104659046209,301.06016808969247,0.9360335681003733,1 days 10:29:00,4,0.0,2,50.0,1.0,1.0,0.1240824429873701,-0.21830255239677487,0.1240824429873701,-0.21830255239677487,0 days 00:08:00,0 days 00:04:00,0.5418250950569489,-60.25000000001455,-4.589442968777252,-45.12800706911163,0.8031682103815951,-6.675316692778593,ETHUSDT
All-Baker-Duck-orders_ETHUSDT_unlevered,2023-12-27 00:00:00+00:00,2023-12-29 00:00:00+00:00,2 days 00:05:00,120332.50000000001,120121.0,120497.99999999999,120211.99999999999,-0.10013919763989702,5.199870877494517,0.41594454072790293,0.32499061122662476,100.0,0.3128682633736539,1 days 10:29:00,4,0.0,2,50.0,1.0,1.0,0.1240824429873701,-0.21830255239677487,0.1240824429873701,-0.21830255239677487,0 days 00:08:00,0 days 00:04:00,0.5418250950569489,-60.25000000001455,-4.628509686769388,-53.39320507574829,0.8017152372811531,-6.724676423613939,ETHUSDT
songer1993-orders_BTCUSDT,2024-01-09 00:00:00+00:00,2024-01-15 00:00:00+00:00,6 days 00:06:00,3424.6666666666665,3217.5000666666665,3571.8839666666645,3513.530666666668,2.5948218804750263,-11.068263724552397,13.890816562572288,39.352421869729746,299.8445320802896,7.348199062119002,4 days 03:38:00,6,0.0,3,100.0,3.0,0.0,0.5738758029978468,0.04282655246252433,0.31481407685203866,,0 days 06:46:40,,inf,29.621333333333553,2.6527180266851147,51.03674932931573,1.0430779077552697,3.4880943167741436,BTCUSDT
songer1993-orders_BTCUSDT_unlevered,2024-01-09 00:00:00+00:00,2024-01-15 00:00:00+00:00,6 days 00:06:00,10274.0,10066.833400000001,10421.2173,10362.864000000001,0.8649406268250087,-11.06826372455294,13.890816562572288,13.262309982972905,100.0,2.4721864324756417,4 days 03:38:00,6,0.0,3,100.0,3.0,0.0,0.5738758029978468,0.04282655246252433,0.31481407685203866,,0 days 06:46:40,,inf,29.621333333333553,2.4600424705432684,27.850423386301305,1.0392108219563314,3.2121209101889754,BTCUSDT
Arid-Bit-Giraffe-orders_BTCUSDT,2023-12-23 00:00:00+00:00,2024-03-24 00:00:00+00:00,93 days 05:08:00,262562.8830000001,258757.8910000001,296978.4210000009,285657.5060000001,8.795844536792359,45.59446220739068,44.1338617874065,27.072516020139894,302.0245379441934,10.89405960576512,20 days 06:54:00,1776,0.0,888,81.08108108108108,59.0,9.0,1.7783683612578267,-3.1068475516404477,0.31271725596000993,-0.8007098409592737,0 days 04:08:34.916666666,0 days 06:09:17.857142857,1.2354584403548332,26.007458333333872,1.3496476415705703,3.6458961141121984,1.0129321204629802,2.01159955866798,BTCUSDT
Arid-Bit-Giraffe-orders_BTCUSDT_unlevered,2023-12-23 00:00:00+00:00,2024-03-24 00:00:00+00:00,93 days 05:08:00,787688.6490000002,783883.6570000001,822104.1869999988,810783.2720000002,2.931948178930787,45.594462207394535,44.1338617874065,9.38165332474217,101.61504944027875,3.9353900286120154,20 days 06:54:00,1776,0.0,888,81.08108108108108,59.0,9.0,1.7783683612578267,-3.1068475516404477,0.31271725596000993,-0.8007098409592737,0 days 04:08:34.916666666,0 days 06:09:17.857142857,1.2354584403548332,26.007458333333872,1.2469194853701675,3.0868353295258166,1.0119230560664867,1.8573150192078938,BTCUSDT
