file_symbol,Start,End,Period,Start Value,Min Value,Max Value,End Value,Total Return [%],Benchmark Return [%],Total Time Exposure [%],Capital Weighted Time Exposure [%],Max Gross Exposure [%],Max Drawdown [%],Max Drawdown Duration,Total Orders,Total Fees Paid,Total Trades,Win Rate [%],Max Winning Streak,Max Losing Streak,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,symbol
mosrain-orders_ETHUSDT_unlevered,2024-01-14 00:00:00+00:00,2024-03-26 00:00:00+00:00,72 days 00:15:00,99489.21700000002,97835.08499999999,99647.40000000001,98773.59,-0.7193010675719984,39.27420261972625,0.6654129900188052,0.4104528221702418,100.0,1.7221398254411473,70 days 14:15:00,14,0.0,7,57.14285714285714,4.0,3.0,0.4402196751242491,-1.3073823658973402,0.3142975264260159,-0.7036226619082802,0 days 01:26:30,0 days 01:54:40,0.44407518840213706,-102.23242857143205,-0.8902635821754501,-2.0866164832330525,0.947450177646226,-1.212786565259992,ETHUSDT
Damp-LTC-Visor-orders_BTCUSDT,2024-02-27 00:00:00+00:00,2024-03-06 00:00:00+00:00,8 days 00:29:00,54687.98966666668,52970.649666666664,58669.53866666665,52970.64966666665,-3.140250739636865,17.08001864913968,7.749588708979132,10.275315310391077,294.45556889894846,9.71353981898248,4 days 06:41:00,28,0.0,14,78.57142857142857,6.0,2.0,1.124642393395394,-5.994531621314489,0.8047284319368341,-4.329145326163658,0 days 01:05:16.363636363,0 days 01:59:20,0.6939480178191425,-122.66714285714238,-3.3962018090346486,-7.893492907965568,0.9463632544077896,-4.521676742933951,BTCUSDT
Damp-LTC-Visor-orders_BTCUSDT_unlevered,2024-02-27 00:00:00+00:00,2024-03-06 00:00:00+00:00,8 days 00:29:00,164063.96900000004,162346.62900000002,168045.518,162346.62900000002,-1.0467502465456218,17.08001864914104,7.749588708979132,3.5286999719325385,100.0,3.3912769991282925,4 days 06:41:00,28,0.0,14,78.57142857142857,6.0,2.0,1.124642393395394,-5.994531621314489,0.8047284319368341,-4.329145326163658,0 days 01:05:16.363636363,0 days 01:59:20,0.6939480178191425,-122.66714285714238,-3.436961258858766,-11.242101156602898,0.945926742366698,-4.569934218000561,BTCUSDT
Damp-LTC-Visor-orders_ETHUSDT,2024-02-13 00:00:00+00:00,2024-03-14 00:00:00+00:00,30 days 01:07:00,129606.74166666665,109755.65966666678,136152.48566666673,110109.28766666673,-15.043549239240262,50.26316875438439,28.927358032680793,57.50542578559601,326.59142085993676,19.387693049266534,26 days 18:26:00,66,0.0,33,39.39393939393939,6.0,18.0,2.3904143272613676,-4.313255932989179,1.1038217196756694,-2.3204440509217306,0 days 08:26:41.538461538,1 days 05:07:45,0.2676574139311875,-590.8319393939382,-2.075688008760188,-4.448252555904961,0.9826031216824932,-2.7861873053485966,ETHUSDT
Damp-LTC-Visor-orders_ETHUSDT_unlevered,2024-02-13 00:00:00+00:00,2024-03-14 00:00:00+00:00,30 days 01:07:00,388820.225,368969.1429999999,395365.96900000004,369322.77100000007,-5.014516413080087,50.263168754384346,28.927358032680793,19.1561003231536,100.0,6.676554906019268,26 days 18:26:00,66,0.0,33,39.39393939393939,6.0,18.0,2.3904143272613676,-4.313255932989179,1.1038217196756694,-2.3204440509217306,0 days 08:26:41.538461538,1 days 05:07:45,0.2676574139311875,-590.8319393939382,-2.3101671198897114,-6.968071845430496,0.980760260261066,-3.0958872861484914,ETHUSDT
Back-Cap-Octopus-orders_BTCUSDT,2023-12-21 00:00:00+00:00,2024-03-23 00:00:00+00:00,93 days 07:04:00,104943.93766666674,90558.01796666672,173861.52166666655,155744.43566666637,48.40727261574383,45.99620800380413,73.04308342761865,573.6441482514649,275.13570182408324,15.349544370395021,32 days 02:51:00,428,0.0,214,65.42056074766354,38.0,24.0,13.08825699564097,-8.40358906983007,3.2639522697497627,-3.502477350495312,14 days 17:08:54.428571428,7 days 15:29:54.324324324,2.3145661804942423,237.38550467289593,3.0420870051894977,24.162297455826586,1.0184485061375883,4.260120827149165,BTCUSDT
Back-Cap-Octopus-orders_BTCUSDT_unlevered,2023-12-21 00:00:00+00:00,2024-03-23 00:00:00+00:00,93 days 07:04:00,314831.8130000002,300445.8933000001,383749.397,365632.31099999987,16.135757538581277,45.9962080038063,73.04308342761865,204.0872090585025,100.0,6.64012326773772,32 days 02:51:00,428,0.0,214,65.42056074766354,38.0,24.0,13.08825699564097,-8.40358906983007,3.2639522697497627,-3.502477350495312,14 days 17:08:54.428571428,7 days 15:29:54.324324324,2.3145661804942423,237.38550467289593,2.783157567194749,12.029219436119655,1.0177919455614328,3.8915952886093526,BTCUSDT
Back-Cap-Octopus-orders_ETHUSDT,2024-01-09 00:00:00+00:00,2024-03-09 00:00:00+00:00,60 days 00:34:00,11945.211000000001,11613.894,15490.336999999996,15375.234999999986,28.714637188074665,66.66423520527225,6.20010643959553,5.994736212540807,289.04152968849115,9.685838578105871,31 days 11:34:00,34,0.0,17,94.11764705882352,13.0,1.0,4.812684939643905,-1.143679888378042,2.1152098275111735,-1.143679888378042,0 days 06:17:30,0 days 01:11:00,75.19476530391441,201.76611764705873,5.5506961805607204,37.622306252262305,1.11858010069137,7.908651557941633,ETHUSDT
Back-Cap-Octopus-orders_ETHUSDT_unlevered,2024-01-09 00:00:00+00:00,2024-03-09 00:00:00+00:00,60 days 00:34:00,35835.633,35504.316,39380.758999999984,39265.656999999985,9.571545729358222,66.66423520527569,6.20010643959553,2.172080769532897,100.0,3.636869296189029,31 days 11:34:00,34,0.0,17,94.11764705882352,13.0,1.0,4.812684939643905,-1.143679888378042,2.1152098275111735,-1.143679888378042,0 days 06:17:30,0 days 01:11:00,75.19476530391441,201.76611764705873,5.567565451399704,20.451149362528692,1.1177265652214112,7.922158540584103,ETHUSDT
Jack-shark-orders_BTCUSDT,2023-12-18 00:00:00+00:00,2024-03-16 00:00:00+00:00,89 days 00:25:00,41861.099333333346,41377.27933333335,55222.089333333344,52838.08333333333,26.222397822360055,67.81174658249307,23.124390529313104,30.158749962029553,262.22226870227024,12.148608430051686,66 days 03:06:00,24,0.0,12,75.0,6.0,2.0,8.516907635320836,-0.4300688846634759,2.4528165119834395,-0.2968102551393325,3 days 12:15:33.333333333,1 days 06:38:00,14.630248093972703,914.7486666666671,2.757787198273986,13.1602017945908,1.027476982595977,3.8561476840358493,BTCUSDT
Jack-shark-orders_BTCUSDT_unlevered,2023-12-18 00:00:00+00:00,2024-03-16 00:00:00+00:00,89 days 00:25:00,125583.29800000004,125099.47800000005,138944.28800000003,136560.282,8.740799274120018,67.81174658249833,23.124390529313104,11.467301468178686,100.0,4.828349186977744,66 days 03:06:00,24,0.0,12,75.0,6.0,2.0,8.516907635320836,-0.4300688846634759,2.4528165119834395,-0.2968102551393325,3 days 12:15:33.333333333,1 days 06:38:00,14.630248093972703,914.7486666666671,2.5155362424313026,8.493528958770145,1.0255391454614655,3.505731383671019,BTCUSDT
HGN_CAPITAL-orders_BTCUSDT,2023-12-09 00:00:00+00:00,2024-03-25 00:00:00+00:00,107 days 00:40:00,46080.64666666666,43127.63456666666,84512.22346666668,60464.36466666671,31.214227751722927,52.223334218612514,74.07864002076305,79.0532835165438,253.57477192079028,30.67527150108064,19 days 06:36:00,40,0.0,20,60.0,4.0,3.0,21.122863547212123,-5.608442637562322,5.107145362641623,-2.5513764190194115,5 days 00:31:20,2 days 14:05:07.500000,1.7574313348493515,719.1859000000023,1.6861677293981236,4.975114889308998,1.0108038080829778,2.3316077731932334,BTCUSDT
HGN_CAPITAL-orders_BTCUSDT_unlevered,2023-12-09 00:00:00+00:00,2024-03-25 00:00:00+00:00,107 days 00:40:00,138241.93999999997,135288.92789999995,176673.5168,152625.65800000002,10.404742583907643,52.22333421860989,74.07864002076305,29.042599624649913,106.00565499676966,14.67359368260451,19 days 06:36:00,40,0.0,20,60.0,4.0,3.0,21.122863547212123,-5.608442637562322,5.107145362641623,-2.5513764190194115,5 days 00:31:20,2 days 14:05:07.500000,1.7574313348493515,719.1859000000023,1.3044351446908018,2.737226700934097,1.0087481003391223,1.797584047597464,BTCUSDT
Xiaoyao-Lee-orders_BTCUSDT,2023-12-02 13:04:38+00:00,2024-03-24 00:00:00+00:00,106 days 00:54:00,230536.65733333337,204704.61733333342,258701.4453333334,257609.8653333333,11.743558839258576,44.83501557976779,36.85868468964072,27.060978217573293,308.402681469599,15.186600765190999,90 days 15:51:00,54,0.0,27,70.37037037037037,6.0,3.0,2.9906948497615438,-1.4690990149862657,0.8955039635681804,-0.7488865188656465,0 days 16:01:34.736842105,3 days 23:48:22.500000,3.777697581278044,1002.7114074074118,1.1589831891023263,2.8570767874933,1.0122630033399078,1.6175119844227128,BTCUSDT
Xiaoyao-Lee-orders_BTCUSDT_unlevered,2023-12-02 13:04:38+00:00,2024-03-24 00:00:00+00:00,106 days 00:54:00,691609.9720000001,665777.932,719774.7599999998,718683.1799999999,3.914519613086193,44.83501557976612,36.85868468964072,8.973499294501137,100.0,5.2181838401435705,90 days 15:51:00,54,0.0,27,70.37037037037037,6.0,3.0,2.9906948497615438,-1.4690990149862657,0.8955039635681804,-0.7488865188656465,0 days 16:01:34.736842105,3 days 23:48:22.500000,3.777697581278044,1002.7114074074118,1.057243256860468,2.54360396153926,1.011347906358373,1.4700630565874429,BTCUSDT
Xiaoyao-Lee-orders_ETHUSDT,2023-12-22 00:00:00+00:00,2023-12-24 00:00:00+00:00,2 days 00:03:00,38900.50000000001,37396.499999999985,39235.999999999985,37725.99999999999,-3.0192413979255135,3.079930029986544,21.54006243496358,65.77406211695515,308.0435334857541,4.6882964624324615,1 days 09:05:00,2,0.0,1,0.0,0.0,1.0,-1.0064137993085045,-1.0064137993085045,,-1.0064137993085045,,0 days 10:21:00,0.0,-1174.5000000000146,-7.324491256871663,-21.250286187200224,0.9436725077881062,-9.99903848006135,ETHUSDT
Xiaoyao-Lee-orders_ETHUSDT_unlevered,2023-12-22 00:00:00+00:00,2023-12-24 00:00:00+00:00,2 days 00:03:00,116701.50000000001,115197.49999999999,117036.99999999999,115527.0,-1.0064137993085045,3.079930029986677,21.54006243496358,21.658865028390974,100.0,1.5717251809256902,1 days 09:05:00,2,0.0,1,0.0,0.0,1.0,-1.0064137993085045,-1.0064137993085045,,-1.0064137993085045,,0 days 10:21:00,0.0,-1174.5000000000146,-7.570439830137076,-53.57380818060663,0.9417994149600565,-10.321971679217182,ETHUSDT
Sdosee-Hedge-Fund-orders_BTCUSDT,2023-12-22 00:00:00+00:00,2024-03-26 23:59:00+00:00,96 days 04:29:00,15390.619333333334,14792.954333333335,18704.95033333332,18704.30633333332,21.530563054230893,59.5648513204784,17.20538015580215,22.842301941115693,306.4126711268548,8.692032917904422,24 days 22:46:00,272,0.0,136,100.0,136.0,0.0,1.3412542871141584,0.23655168154220374,0.6521153906575687,,0 days 13:37:06.617647058,,inf,24.36534558823554,2.5844951999142975,12.642034824836093,1.0321354721203746,3.714109827625242,BTCUSDT
Sdosee-Hedge-Fund-orders_BTCUSDT_unlevered,2023-12-22 00:00:00+00:00,2024-03-26 23:59:00+00:00,96 days 04:29:00,46171.858,45574.193,49486.18899999991,49485.544999999984,7.176854351410297,59.56485132047751,17.20538015580215,8.114581301857083,100.0,3.0828448514428093,24 days 22:46:00,272,0.0,136,100.0,136.0,0.0,1.3412542871141584,0.23655168154220374,0.6521153906575687,,0 days 13:37:06.617647058,,inf,24.36534558823554,2.534918838276258,9.780157387756239,1.0315259143988496,3.643943502391361,BTCUSDT
